:ID,:LABEL,entity_type,canonical_name,normalized_name,aliases,source_types,source_records:int,properties_json
Disease::癌症,Disease,Disease,癌症,癌症,癌症,pdf|structured|unstructured,6,{}
Disease::癌症引起的骨痛,Disease,Disease,癌症引起的骨痛,癌症引起的骨痛,癌症引起的骨痛,pdf,1,{}
Disease::癌症疼痛,Disease,Disease,癌症疼痛,癌症疼痛,中度癌症疼痛|癌症疼痛,structured,3,{}
Disease::癌症相关血栓,Disease,Disease,癌症相关血栓,癌症相关血栓,癌症相关血栓,unstructured,1,{}
Disease::癌症相关血栓形成,Disease,Disease,癌症相关血栓形成,癌症相关血栓形成,癌症相关血栓形成,unstructured,2,{}
Disease::癌症相关高钙血症,Disease,Disease,癌症相关高钙血症,癌症相关高钙血症,癌症相关高钙血症,pdf,1,{}
Disease::癌症骨转移,Disease,Disease,癌症骨转移,癌症骨转移,癌症骨转移,pdf,1,{}
Disease::癌肿,Disease,Disease,癌肿,癌肿,癌肿,structured,3,{}
Disease::癫痫,Disease,Disease,癫痫,癫痫,全身性或部分性癫痫|癫痫|癫痫病史|阵发性强直癫痫大发作,pdf|structured|unstructured,90,{}
Disease::癫痫大发作,Disease,Disease,癫痫大发作,癫痫大发作,癫痫大发作,structured,1,{}
Disease::癫痫强直阵挛发作,Disease,Disease,癫痫强直阵挛发作,癫痫强直阵挛发作,癫痫强直阵挛发作,structured,1,{}
Disease::癫痫持续状态,Disease,Disease,癫痫持续状态,癫痫持续状态,癫痫持续状态,pdf,3,{}
Disease::白内障摘除术后炎症,Disease,Disease,白内障摘除术后炎症,白内障摘除术后炎症,白内障摘除术后炎症,structured,1,{}
Disease::白喉,Disease,Disease,白喉,白喉,白喉,structured,1,{}
Disease::白喉带菌者,Disease,Disease,白喉带菌者,白喉带菌者,白喉带菌者,structured,1,{}
Disease::白塞氏病,Disease,Disease,白塞氏病,白塞氏病,白塞氏病,pdf,1,{}
Disease::白癜风,Disease,Disease,白癜风,白癜风,白癜风,pdf,1,{}
Disease::白细胞减少,Disease,Disease,白细胞减少,白细胞减少,白细胞减少,pdf|structured,3,{}
Disease::白细胞减少症,Disease,Disease,白细胞减少症,白细胞减少症,白细胞减少症,structured,1,{}
Disease::白色念珠菌感染,Disease,Disease,白色念珠菌感染,白色念珠菌感染,白色念珠菌感染,pdf,1,{}
Disease::白血病,Disease,Disease,白血病,白血病,白血病,pdf|structured|unstructured,13,{}
Disease::百日咳,Disease,Disease,百日咳,百日咳,百日咳,pdf,2,{}
Disease::皮炎,Disease,Disease,皮炎,皮炎,皮炎,structured,4,{}
Disease::皮肌炎,Disease,Disease,皮肌炎,皮肌炎,皮肌炎,structured,3,{}
Disease::皮肤划痕症,Disease,Disease,皮肤划痕症,皮肤划痕症,皮肤划痕症,structured,2,{}
Disease::皮肤创面的细菌感染,Disease,Disease,皮肤创面的细菌感染,皮肤创面的细菌感染,皮肤创面的细菌感染,structured,1,{}
Disease::皮肤利什曼病,Disease,Disease,皮肤利什曼病,皮肤利什曼病,皮肤利什曼病,structured,2,{}
Disease::皮肤割伤,Disease,Disease,皮肤割伤,皮肤割伤,皮肤割伤,structured,1,{}
Disease::皮肤及皮肤软组织感染,Disease,Disease,皮肤及皮肤软组织感染,皮肤及皮肤软组织感染,皮肤及皮肤软组织感染,structured,1,{}
Disease::皮肤及软组织感染,Disease,Disease,皮肤及软组织感染,皮肤及软组织感染,皮肤及软组织感染|皮肤及软组织的轻中度感染,structured,4,{}
Disease::皮肤和软组织感染,Disease,Disease,皮肤和软组织感染,皮肤和软组织感染,皮肤和软组织感染,structured|unstructured,14,{}
Disease::皮肤型滤泡趋向性细胞淋巴瘤,Disease,Disease,皮肤型滤泡趋向性细胞淋巴瘤,皮肤型滤泡趋向性细胞淋巴瘤,皮肤型滤泡趋向性细胞淋巴瘤,pdf,1,{}
Disease::皮肤感染,Disease,Disease,皮肤感染,皮肤感染,皮肤感染,pdf|structured,4,{}
Disease::皮肤消毒,Disease,Disease,皮肤消毒,皮肤消毒,皮肤消毒,structured,1,{}
Disease::皮肤疱疹病毒感染,Disease,Disease,皮肤疱疹病毒感染,皮肤疱疹病毒感染,皮肤疱疹病毒感染,structured,2,{}
Disease::皮肤疾病,Disease,Disease,皮肤疾病,皮肤疾病,皮肤疾病,pdf,1,{}
Disease::皮肤病,Disease,Disease,皮肤病,皮肤病,各种皮肤病|皮肤病,structured,2,{}
Disease::皮肤瘙痒,Disease,Disease,皮肤瘙痒,皮肤瘙痒,皮肤瘙痒,pdf,2,{}
Disease::皮肤瘙痒症,Disease,Disease,皮肤瘙痒症,皮肤瘙痒症,皮肤瘙痒症,structured,2,{}
Disease::皮肤脓肿,Disease,Disease,皮肤脓肿,皮肤脓肿,皮肤脓肿,structured,2,{}
Disease::皮肤蜂窝组织炎,Disease,Disease,皮肤蜂窝组织炎,皮肤蜂窝组织炎,皮肤蜂窝组织炎,structured,1,{}
Disease::皮肤软组织和其它感染,Disease,Disease,皮肤软组织和其它感染,皮肤软组织和其它感染,皮肤软组织和其它感染,structured,1,{}
Disease::皮肤软组织感染,Disease,Disease,皮肤软组织感染,皮肤软组织感染,敏感细菌引起的皮肤软组织感染|皮肤软组织感染,pdf|structured,38,{}
Disease::皮肤过敏症,Disease,Disease,皮肤过敏症,皮肤过敏症,皮肤过敏症,structured,1,{}
Disease::皮脂溢,Disease,Disease,皮脂溢,皮脂溢,皮脂溢,structured,1,{}
Disease::皮质腺瘤,Disease,Disease,皮质腺瘤,皮质腺瘤,皮质腺瘤,structured,1,{}
Disease::皮质腺癌,Disease,Disease,皮质腺癌,皮质腺癌,皮质腺癌,structured,1,{}
Disease::皮质醇增多症,Disease,Disease,皮质醇增多症,皮质醇增多症,皮质醇增多症,structured,1,{}
Disease::盆腔内感染,Disease,Disease,盆腔内感染,盆腔内感染,盆腔内感染,structured,1,{}
Disease::盆腔感染,Disease,Disease,盆腔感染,盆腔感染,盆腔感染,pdf|structured,9,{}
Disease::盆腔炎,Disease,Disease,盆腔炎,盆腔炎,盆腔炎,pdf|structured|unstructured,9,{}
Disease::盆腔炎性疾病,Disease,Disease,盆腔炎性疾病,盆腔炎性疾病,盆腔炎性疾病,structured,2,{}
Disease::直肠感染,Disease,Disease,直肠感染,直肠感染,女性急性单纯性直肠感染|直肠感染,structured,6,{}
Disease::直肠炎,Disease,Disease,直肠炎,直肠炎,直肠炎,structured,1,{}
Disease::直肠癌,Disease,Disease,直肠癌,直肠癌,直肠癌,pdf|structured,5,{}
Disease::真性红细胞增多症,Disease,Disease,真性红细胞增多症,真性红细胞增多症,真性红细胞增多症,structured,2,{}
Disease::真菌性肺炎,Disease,Disease,真菌性肺炎,真菌性肺炎,真菌性肺炎,pdf,1,{}
Disease::真菌性角膜炎,Disease,Disease,真菌性角膜炎,真菌性角膜炎,真菌性角膜炎,pdf,1,{}
Disease::真菌感染,Disease,Disease,真菌感染,真菌感染,真菌感染,pdf|structured|unstructured,6,{}
Disease::眩晕,Disease,Disease,眩晕,眩晕,眩晕,pdf|structured,2,{}
Disease::眼前房出血,Disease,Disease,眼前房出血,眼前房出血,眼前房出血,pdf,1,{}
Disease::眼底出血,Disease,Disease,眼底出血,眼底出血,眼底出血,structured,1,{}
Disease::眼底病,Disease,Disease,眼底病,眼底病,眼底病,structured,1,{}
Disease::眼疲劳,Disease,Disease,眼疲劳,眼疲劳,眼疲劳,structured,1,{}
Disease::眼病,Disease,Disease,眼病,眼病,眼病,structured,1,{}
Disease::眼睑炎,Disease,Disease,眼睑炎,眼睑炎,眼睑炎,structured,1,{}
Disease::眼科手术后非细菌性炎症,Disease,Disease,眼科手术后非细菌性炎症,眼科手术后非细菌性炎症,眼科手术后非细菌性炎症,structured,1,{}
Disease::眼结膜炎,Disease,Disease,眼结膜炎,眼结膜炎,眼结膜炎,structured,1,{}
Disease::眼耳鼻口腔感染,Disease,Disease,眼耳鼻口腔感染,眼耳鼻口腔感染,眼、耳、鼻、口腔感染|眼耳鼻口腔感染,structured,1,{}
Disease::眼耳鼻喉感染,Disease,Disease,眼耳鼻喉感染,眼耳鼻喉感染,眼耳鼻喉感染,structured,1,{}
Disease::着色真菌病,Disease,Disease,着色真菌病,着色真菌病,着色真菌病,pdf,1,{}
Disease::睡眠障碍,Disease,Disease,睡眠障碍,睡眠障碍,睡眠障碍,structured|unstructured,2,{}
Disease::睾丸切除后,Disease,Disease,睾丸切除后,睾丸切除后,睾丸切除后,structured,1,{}
Disease::睾丸肿瘤,Disease,Disease,睾丸肿瘤,睾丸肿瘤,睾丸肿瘤,pdf,2,{}
Disease::短qt综合征,Disease,Disease,短QT综合征,短qt综合征,短QT综合征,unstructured,1,{}
Disease::短暂性脑缺血发作,Disease,Disease,短暂性脑缺血发作,短暂性脑缺血发作,短暂性脑缺血发作,structured,1,{}
Disease::短暂脑缺血发作,Disease,Disease,短暂脑缺血发作,短暂脑缺血发作,短暂脑缺血发作,structured,2,{}
Disease::短肠综合征,Disease,Disease,短肠综合征,短肠综合征,短肠综合征,pdf|structured,2,{}
Disease::破伤风,Disease,Disease,破伤风,破伤风,破伤风,structured,1,{}
Disease::硬膜外阻滞,Disease,Disease,硬膜外阻滞,硬膜外阻滞,硬膜外阻滞,structured,1,{}
Disease::磺胺类药物中毒,Disease,Disease,磺胺类药物中毒,磺胺类药物中毒,磺胺类药物中毒,structured,1,{}
Disease::社区获得性呼吸道感染,Disease,Disease,社区获得性呼吸道感染,社区获得性呼吸道感染,社区获得性呼吸道感染,pdf,1,{}
Disease::社区获得性细菌性脑膜炎,Disease,Disease,社区获得性细菌性脑膜炎,社区获得性细菌性脑膜炎,社区获得性细菌性脑膜炎,pdf,1,{}
Disease::社区获得性肺炎,Disease,Disease,社区获得性肺炎,社区获得性肺炎,社区获得性肺炎,pdf|structured|unstructured,28,{}
Disease::神志不安,Disease,Disease,神志不安,神志不安,神志不安,structured,1,{}
Disease::神经传导阻滞,Disease,Disease,神经传导阻滞,神经传导阻滞,神经传导阻滞,structured,1,{}
Disease::神经内分泌肿瘤,Disease,Disease,神经内分泌肿瘤,神经内分泌肿瘤,神经内分泌肿瘤,structured,1,{}
Disease::神经性疼痛,Disease,Disease,神经性疼痛,神经性疼痛,神经性疼痛,structured,1,{}
Disease::神经性皮炎,Disease,Disease,神经性皮炎,神经性皮炎,神经性皮炎,structured,5,{}
Disease::神经性耳聋,Disease,Disease,神经性耳聋,神经性耳聋,神经性耳聋,pdf,1,{}
Disease::神经母细胞瘤,Disease,Disease,神经母细胞瘤,神经母细胞瘤,神经母细胞瘤,structured,3,{}
Disease::神经炎,Disease,Disease,神经炎,神经炎,神经炎,structured,3,{}
Disease::神经病变,Disease,Disease,神经病变,神经病变,神经病变,unstructured,1,{}
Disease::神经症,Disease,Disease,神经症,神经症,神经症,pdf|structured,2,{}
Disease::神经痛,Disease,Disease,神经痛,神经痛,神经痛,structured|unstructured,10,{}
Disease::神经管缺陷,Disease,Disease,神经管缺陷,神经管缺陷,神经管缺陷,unstructured,1,{}
Disease::神经精神疾病,Disease,Disease,神经精神疾病,神经精神疾病,神经精神疾病,pdf,5,{}
Disease::神经系统损害,Disease,Disease,神经系统损害,神经系统损害,神经系统损害,structured,1,{}
Disease::神经系统疾病,Disease,Disease,神经系统疾病,神经系统疾病,神经系统疾病,pdf,1,{}
Disease::神经衰弱,Disease,Disease,神经衰弱,神经衰弱,神经衰弱,structured,2,{}
Disease::神经退行性疾病,Disease,Disease,神经退行性疾病,神经退行性疾病,神经退行性疾病,pdf|unstructured,3,{}
Disease::移植后新发糖尿病,Disease,Disease,移植后新发糖尿病,移植后新发糖尿病,NODAT|移植后新发糖尿病,pdf,1,{}
Disease::移植术后新发糖尿病,Disease,Disease,移植术后新发糖尿病,移植术后新发糖尿病,移植术后新发糖尿病,pdf,1,{}
Disease::移植物抗宿主病,Disease,Disease,移植物抗宿主病,移植物抗宿主病,移植物抗宿主病,pdf,1,{}
Disease::稳定型冠心病,Disease,Disease,稳定型冠心病,稳定型冠心病,稳定型冠心病,pdf,1,{}
Disease::稳定型心绞痛,Disease,Disease,稳定型心绞痛,稳定型心绞痛,稳定型心绞痛|稳定性心绞痛,pdf,4,{}
Disease::稳定性心血管疾病,Disease,Disease,稳定性心血管疾病,稳定性心血管疾病,稳定性心血管疾病,unstructured,1,{}
Disease::突发性耳聋,Disease,Disease,突发性耳聋,突发性耳聋,突发性耳聋,structured,2,{}
Disease::窄角型青光眼,Disease,Disease,窄角型青光眼,窄角型青光眼,窄角型青光眼,pdf,1,{}
Disease::窦性心动过缓,Disease,Disease,窦性心动过缓,窦性心动过缓,窦性心动过缓,pdf,2,{}
Disease::窦性心动过速,Disease,Disease,窦性心动过速,窦性心动过速,窦性心动过速,structured,2,{}
Disease::窦房结疾病,Disease,Disease,窦房结疾病,窦房结疾病,窦房结疾病,pdf,1,{}
Disease::窦炎,Disease,Disease,窦炎,窦炎,窦炎,structured,2,{}
Disease::立克次体病,Disease,Disease,立克次体病,立克次体病,立克次体病,structured,2,{}
Disease::简单性或复杂性发作,Disease,Disease,简单性或复杂性发作,简单性或复杂性发作,简单性或复杂性发作,structured,1,{}
Disease::类天疱疮,Disease,Disease,类天疱疮,类天疱疮,类天疱疮,structured,1,{}
Disease::类杆菌属感染,Disease,Disease,类杆菌属感染,类杆菌属感染,类杆菌属感染,structured,1,{}
Disease::类球孢子菌病,Disease,Disease,类球孢子菌病,类球孢子菌病,类球孢子菌病,pdf,1,{}
Disease::类癌综合症,Disease,Disease,类癌综合症,类癌综合症,类癌综合症,structured,2,{}
Disease::类风湿关节炎,Disease,Disease,类风湿关节炎,类风湿关节炎,RA|类风湿关节炎,pdf|structured|unstructured,22,{}
Disease::类风湿性关节炎,Disease,Disease,类风湿性关节炎,类风湿性关节炎,类风湿性关节炎,pdf|structured|unstructured,30,{}
Disease::粒细胞减少及免疫功能低下患者的各种感染,Disease,Disease,粒细胞减少及免疫功能低下患者的各种感染,粒细胞减少及免疫功能低下患者的各种感染,粒细胞减少及免疫功能低下患者的各种感染,structured,4,{}
Disease::粒细胞减少症,Disease,Disease,粒细胞减少症,粒细胞减少症,粒细胞减少症,structured,2,{}
Disease::粒细胞减少症伴发热,Disease,Disease,粒细胞减少症伴发热,粒细胞减少症伴发热,粒细胞减少症伴发热,structured,1,{}
Disease::粘液囊炎,Disease,Disease,粘液囊炎,粘液囊炎,粘液囊炎,structured,1,{}
Disease::粘膜结核,Disease,Disease,粘膜结核,粘膜结核,粘膜结核,structured,1,{}
Disease::粘膜表面麻醉,Disease,Disease,粘膜表面麻醉,粘膜表面麻醉,粘膜表面麻醉,structured,1,{}
Disease::精神不振,Disease,Disease,精神不振,精神不振,精神不振,structured,1,{}
Disease::精神分裂症,Disease,Disease,精神分裂症,精神分裂症,精神分裂症,pdf|structured|unstructured,34,{}
Disease::精神分裂症急性期,Disease,Disease,精神分裂症急性期,精神分裂症急性期,精神分裂症急性期,structured,1,{}
Disease::精神抑郁,Disease,Disease,精神抑郁,精神抑郁,精神抑郁,structured,1,{}
Disease::精神疲乏,Disease,Disease,精神疲乏,精神疲乏,精神疲乏,structured,1,{}
Disease::精神疾病,Disease,Disease,精神疾病,精神疾病,精神疾病,pdf,3,{}
Disease::精神病,Disease,Disease,精神病,精神病,精神病,structured,1,{}
Disease::精神类疾病,Disease,Disease,精神类疾病,精神类疾病,精神类疾病,pdf,2,{}
Disease::精神障碍,Disease,Disease,精神障碍,精神障碍,精神障碍,pdf,1,{}
Disease::精血不足,Disease,Disease,精血不足,精血不足,精血不足,structured,1,{}
Disease::糖尿病,Disease,Disease,糖尿病,糖尿病,糖尿病|糖尿病饭后高血糖,pdf|structured|unstructured,125,{}
Disease::糖尿病周围神经病变,Disease,Disease,糖尿病周围神经病变,糖尿病周围神经病变,糖尿病周围神经病变,structured,3,{}
Disease::糖尿病并发周围神经炎病变,Disease,Disease,糖尿病并发周围神经炎病变,糖尿病并发周围神经炎病变,糖尿病并发周围神经炎病变,pdf,1,{}
Disease::糖尿病心脏病,Disease,Disease,糖尿病心脏病,糖尿病心脏病,糖尿病心脏病,pdf,1,{}
Disease::糖尿病性心肌病,Disease,Disease,糖尿病性心肌病,糖尿病性心肌病,糖尿病性心肌病,pdf,1,{}
Disease::糖尿病性肾病,Disease,Disease,糖尿病性肾病,糖尿病性肾病,糖尿病性肾病,pdf,1,{}
Disease::糖尿病性酮性酸中毒,Disease,Disease,糖尿病性酮性酸中毒,糖尿病性酮性酸中毒,糖尿病性酮性酸中毒,pdf,1,{}
Disease::糖尿病痛性周围神经病变,Disease,Disease,糖尿病痛性周围神经病变,糖尿病痛性周围神经病变,糖尿病痛性周围神经病变,pdf,1,{}
Disease::糖尿病眼病,Disease,Disease,糖尿病眼病,糖尿病眼病,糖尿病眼病,unstructured,1,{}
Disease::糖尿病肾病,Disease,Disease,糖尿病肾病,糖尿病肾病,糖尿病引起的肾病|糖尿病肾病,pdf|structured|unstructured,8,{}
Disease::糖尿病视网膜病变,Disease,Disease,糖尿病视网膜病变,糖尿病视网膜病变,糖尿病视网膜病变,unstructured,1,{}
Disease::糖尿病足部感染,Disease,Disease,糖尿病足部感染,糖尿病足部感染,糖尿病足部感染,structured,1,{}
Disease::糖尿病酮症酸中毒,Disease,Disease,糖尿病酮症酸中毒,糖尿病酮症酸中毒,糖尿病酮症酸中毒,structured,8,{}
